ID,label,label0,label1,label2,label3,label4
15381,0,4,4,4,4,4
15382,2,4,4,4,4,4
15383,1,4,4,4,4,4
15384,8,1,1,1,1,1
15385,1,4,4,4,4,4
15386,6,2,2,2,2,2
15387,3,4,4,4,4,4
15388,6,2,2,2,2,2
15389,7,1,1,1,1,1
15390,4,4,4,4,4,4
15391,6,9,9,9,9,9
15392,2,6,6,6,6,6
15393,2,8,8,8,8,8
15394,1,8,8,8,8,8
15395,2,0,0,0,0,0
15396,2,7,7,7,7,7
15397,3,9,9,9,9,9
15398,9,0,0,6,0,6
15399,5,8,8,8,8,8
15400,7,2,6,2,6,6
15401,5,4,4,4,4,4
15402,4,8,8,8,8,8
15403,6,5,5,5,5,5
15404,7,8,8,8,8,8
15405,1,7,7,7,7,7
15406,0,0,0,0,0,0
15407,6,8,8,8,8,8
15408,5,7,7,7,7,7
15409,4,6,6,6,6,6
15410,1,1,1,1,1,1
15411,7,1,1,1,1,1
15412,0,7,7,7,7,7
15413,8,6,6,6,6,6
15414,7,9,9,9,9,9
15415,2,1,1,1,1,1
15416,2,3,3,3,3,3
15417,3,9,9,9,9,9
15418,5,3,3,3,3,3
15419,9,4,4,4,4,4
15420,7,5,5,5,5,5
15421,0,1,1,1,1,1
15422,3,8,8,8,8,8
15423,7,5,5,5,5,5
15424,0,4,4,4,4,4
15425,6,5,5,5,5,5
15426,9,0,0,0,0,0
15427,8,3,3,4,3,4
15428,7,1,1,1,1,1
15429,4,8,8,8,8,8
15430,6,3,3,3,3,3
15431,8,2,2,2,2,2
15432,7,2,2,2,2,2
15433,9,6,6,0,0,6
15434,1,3,3,3,3,3
15435,2,2,2,6,2,6
15436,6,7,7,7,7,7
15437,8,1,1,1,1,1
15438,5,5,5,5,5,5
15439,3,9,9,9,9,9
15440,0,0,0,0,0,0
15441,0,9,9,9,9,9
15442,9,3,3,3,3,3
15443,0,3,3,3,3,3
15444,4,1,1,1,1,1
15445,1,8,8,8,8,8
15446,3,3,3,3,3,3
15447,7,8,8,8,8,8
15448,1,3,3,0,0,3
15449,8,8,8,8,8,8
15450,3,5,5,5,5,5
15451,5,4,4,4,4,4
15452,6,3,3,3,3,3
15453,1,1,1,1,1,1
15454,9,6,6,6,6,6
15455,2,8,8,8,8,8
15456,2,9,9,9,9,9
15457,6,1,1,1,1,1
15458,0,7,7,7,7,7
15459,2,6,2,2,6,2
15460,7,8,8,8,8,8
15461,6,9,9,9,9,9
15462,9,3,3,3,3,3
15463,7,2,2,2,2,2
15464,7,1,1,1,1,1
15465,2,3,3,3,3,3
15466,2,5,5,5,5,5
15467,9,5,5,5,5,5
15468,8,9,9,9,9,9
15469,8,2,2,2,2,2
15470,0,8,8,8,8,8
15471,7,4,4,4,2,4
15472,3,4,4,4,4,4
15473,7,6,6,6,6,6
15474,5,5,5,5,5,5
15475,3,3,3,3,3,3
15476,1,0,0,0,0,0
15477,5,4,4,4,4,4
15478,2,7,7,7,7,7
15479,3,9,9,9,9,9
15480,9,7,7,7,7,7
15481,5,5,5,5,5,5
15482,0,8,8,8,8,8
15483,9,8,8,8,8,8
15484,6,9,9,9,9,9
15485,1,3,3,3,3,3
15486,7,4,4,4,4,4
15487,2,2,2,2,2,2
15488,6,0,0,0,0,0
15489,2,1,1,1,1,1
15490,7,3,3,3,3,3
15491,3,4,4,4,4,4
15492,9,2,2,2,2,2
15493,8,3,2,3,3,3
15494,2,5,5,5,5,5
15495,2,8,8,8,8,8
15496,3,2,2,2,2,2
15497,1,5,5,5,5,5
15498,4,0,0,0,0,0
15499,1,2,2,2,2,2
15500,1,4,4,4,4,4
15501,2,4,4,4,4,4
15502,8,3,3,3,3,3
15503,3,9,9,9,9,9
15504,6,3,3,3,3,3
15505,6,6,6,6,6,6
15506,0,9,9,9,9,9
15507,1,5,5,5,5,5
15508,5,7,7,7,7,7
15509,1,3,3,3,3,3
15510,6,2,2,2,2,2
15511,3,0,0,0,0,0
15512,5,2,2,2,2,2
15513,4,1,1,1,1,1
15514,0,1,1,1,1,1
15515,8,5,5,5,5,5
15516,1,7,7,7,7,7
15517,9,2,2,2,2,2
15518,1,4,4,4,4,4
15519,1,0,0,0,0,0
15520,0,6,6,6,6,6
15521,3,7,7,7,7,7
15522,3,0,0,0,0,0
15523,7,0,0,0,0,0
15524,5,2,2,2,2,2
15525,9,7,7,7,7,7
15526,7,1,1,1,1,1
15527,3,2,2,2,2,2
15528,7,7,7,7,7,7
15529,4,5,5,5,5,5
15530,5,5,5,5,5,5
15531,6,5,5,5,5,5
15532,1,3,3,3,3,3
15533,6,6,6,6,6,6
15534,2,3,3,3,3,3
15535,9,1,1,1,1,1
15536,4,1,1,1,1,1
15537,0,8,8,8,8,8
15538,1,5,5,5,5,5
15539,0,5,5,5,5,5
15540,2,6,6,6,6,6
15541,6,7,7,7,7,7
15542,0,4,4,4,4,4
15543,5,2,2,2,2,2
15544,3,5,5,5,5,5
15545,3,7,7,7,7,7
15546,7,4,4,4,4,4
15547,9,8,8,8,8,8
15548,3,3,3,3,3,3
15549,0,3,3,3,3,3
15550,8,5,5,5,5,5
15551,4,7,7,7,7,7
15552,9,8,8,8,8,8
15553,5,6,6,6,6,6
15554,4,0,0,0,0,0
15555,4,6,6,6,6,6
15556,9,8,8,8,8,8
15557,4,7,5,5,5,5
15558,3,0,0,0,0,0
15559,8,4,4,6,4,4
15560,7,8,8,8,8,8
15561,7,3,3,3,3,3
15562,4,8,8,8,8,8
15563,8,4,4,4,4,4
15564,8,9,9,9,9,9
15565,8,6,6,6,6,6
15566,2,2,2,2,2,2
15567,7,6,4,6,6,6
15568,6,3,3,3,3,3
15569,1,5,5,5,5,5
15570,1,7,7,7,7,7
15571,9,2,2,2,2,2
15572,5,5,5,5,5,5
15573,6,9,9,9,9,9
15574,6,7,9,9,9,7
15575,7,3,4,4,4,4
15576,0,9,9,9,9,9
15577,6,4,2,2,2,4
15578,3,1,1,1,1,1
15579,4,1,1,1,1,1
15580,4,2,2,2,2,2
15581,2,2,2,2,2,2
15582,6,2,2,2,2,2
15583,7,0,0,6,0,6
15584,5,5,5,5,5,5
15585,5,7,7,7,7,7
15586,1,3,3,3,3,3
15587,7,5,5,5,5,5
15588,6,6,6,6,6,6
15589,5,9,9,9,9,9
15590,1,3,3,3,3,3
15591,8,6,3,6,0,6
15592,0,0,0,0,0,0
15593,5,3,3,3,3,3
15594,2,3,3,6,8,3
15595,8,8,8,8,8,8
15596,1,0,0,0,0,0
15597,6,6,6,6,6,6
15598,7,9,9,9,9,9
15599,7,0,0,0,0,0
15600,4,3,3,3,3,3
15601,1,9,9,9,9,9
15602,6,3,3,3,3,3
15603,3,0,6,6,6,0
15604,3,6,6,6,6,6
15605,3,5,5,5,5,5
15606,6,2,2,2,2,2
15607,7,8,8,8,8,8
15608,5,7,7,7,7,7
15609,4,8,8,8,8,8
15610,4,9,9,9,9,9
15611,9,7,7,7,7,7
15612,2,5,5,5,5,5
15613,6,2,2,2,2,2
15614,3,4,4,4,4,4
15615,1,1,1,1,1,6
15616,2,5,5,5,5,5
15617,1,3,3,3,3,3
15618,0,7,7,7,7,7
15619,6,2,2,2,2,2
15620,2,1,1,1,1,1
15621,0,0,0,0,0,0
15622,6,6,6,6,6,6
15623,7,7,7,9,9,7
15624,3,3,2,6,6,2
15625,5,9,9,9,9,9
15626,1,1,1,1,1,1
15627,6,4,4,4,4,4
15628,2,2,2,2,2,2
15629,7,0,0,0,0,0
15630,6,8,8,8,8,8
15631,5,0,0,0,0,0
15632,8,5,5,5,5,5
15633,4,0,0,0,0,0
15634,7,9,9,9,9,9
15635,4,1,1,1,1,1
15636,0,5,5,5,5,5
15637,5,6,6,6,6,6
15638,1,1,1,1,1,1
15639,5,2,2,2,2,2
15640,4,6,0,6,0,6
15641,8,8,8,8,8,8
15642,5,6,6,0,0,0
15643,3,8,8,8,8,8
15644,1,4,2,4,4,4
15645,9,1,1,1,1,1
15646,6,8,8,8,8,8
15647,8,0,0,6,6,6
15648,4,8,8,8,8,8
15649,8,3,4,4,3,4
15650,5,8,8,8,6,8
15651,4,2,2,2,2,4
15652,7,7,7,7,7,7
15653,8,6,6,6,6,6
15654,0,0,0,0,0,0
15655,0,7,7,7,7,7
15656,5,7,7,7,7,7
15657,1,5,5,5,5,5
15658,6,7,7,7,7,7
15659,2,1,1,1,1,1
15660,9,7,7,7,7,7
15661,4,7,7,7,7,7
15662,7,9,9,9,9,9
15663,3,7,7,7,7,7
15664,6,7,7,7,7,7
15665,4,5,5,5,5,5
15666,3,1,1,1,1,1
15667,9,6,6,6,6,6
15668,6,3,3,3,3,3
15669,1,8,8,8,8,8
15670,5,2,2,2,2,2
15671,6,1,1,1,1,1
15672,4,8,8,8,8,8
15673,2,2,2,2,2,2
15674,0,7,7,7,7,7
15675,6,9,9,9,9,9
15676,5,9,9,9,9,9
15677,6,5,5,5,5,5
15678,3,8,8,8,8,8
15679,9,1,1,1,1,1
15680,6,0,0,0,0,0
15681,2,5,5,5,5,5
15682,1,7,7,7,7,7
15683,3,7,7,7,7,7
15684,5,6,6,6,6,6
15685,7,7,7,7,7,7
15686,0,8,8,8,8,8
15687,3,0,0,0,0,0
15688,7,0,0,0,0,0
15689,3,3,3,3,3,3
15690,1,5,5,5,5,5
15691,2,9,9,9,9,9
15692,3,4,4,4,4,4
15693,2,8,8,8,8,8
15694,3,2,2,2,2,4
15695,9,7,7,7,7,7
15696,7,7,7,7,7,7
15697,4,4,4,4,4,4
15698,7,4,4,4,4,4
15699,1,5,5,5,5,5
15700,1,6,2,6,2,6
15701,6,5,5,5,5,5
15702,8,8,8,8,8,8
15703,7,3,3,3,3,3
15704,4,2,4,4,4,4
15705,8,2,2,2,2,2
15706,9,3,3,3,3,3
15707,6,4,4,4,4,4
15708,5,0,0,0,0,0
15709,1,3,3,3,3,3
15710,2,2,2,2,2,2
15711,6,0,0,0,0,0
15712,1,2,2,2,2,2
15713,3,6,6,6,6,6
15714,9,1,1,1,1,1
15715,1,5,5,5,5,5
15716,6,6,6,6,6,6
15717,3,6,6,6,6,6
15718,2,6,6,6,6,6
15719,3,1,1,1,1,1
15720,9,9,9,9,9,9
15721,7,9,9,9,9,9
15722,4,5,5,5,5,5
15723,9,1,1,1,1,1
15724,9,9,9,9,9,9
15725,6,2,2,2,2,2
15726,1,7,7,7,7,7
15727,9,0,0,0,0,0
15728,7,8,8,8,8,8
15729,6,3,4,3,3,3
15730,3,4,4,4,4,4
15731,8,5,5,5,5,5
15732,2,1,1,1,1,1
15733,7,1,1,1,1,1
15734,8,6,6,2,2,4
15735,0,1,1,1,1,1
15736,5,2,2,2,2,2
15737,4,9,9,9,9,9
15738,3,4,4,4,4,4
15739,1,2,2,2,2,2
15740,1,5,5,5,5,5
15741,3,4,4,4,4,4
15742,5,1,1,1,1,1
15743,6,5,5,5,5,5
15744,4,5,5,5,5,5
15745,3,1,1,1,1,1
15746,0,5,5,5,5,5
15747,7,3,3,3,3,3
15748,2,9,9,9,9,9
15749,4,4,4,4,4,4
15750,9,5,5,5,5,5
15751,0,3,3,3,3,3
15752,2,1,1,1,1,1
15753,4,3,3,3,3,3
15754,4,6,6,6,6,6
15755,5,1,1,1,1,1
15756,3,2,2,2,2,2
15757,4,4,3,3,3,3
15758,5,0,0,0,0,0
15759,5,4,4,4,4,4
15760,2,5,5,5,5,5
15761,2,9,9,9,9,9
15762,2,3,3,3,3,3
15763,7,0,6,0,6,6
15764,2,9,9,9,9,9
15765,2,3,3,6,3,3
15766,4,3,3,3,3,3
15767,4,5,5,5,5,5
15768,2,0,3,3,3,3
15769,5,3,3,3,3,3
15770,9,4,4,6,6,4
15771,3,0,0,0,0,0
15772,0,5,5,5,5,5
15773,0,8,8,8,8,8
15774,9,3,3,3,3,3
15775,9,3,3,3,3,3
15776,0,6,6,6,6,6
15777,3,7,7,7,7,7
15778,6,7,7,7,7,7
15779,0,9,9,9,9,9
15780,0,9,9,9,9,9
15781,0,4,4,4,4,4
15782,6,0,0,0,0,0
15783,6,2,2,2,2,2
15784,7,1,1,1,1,1
15785,3,2,6,2,6,6
15786,1,2,2,2,2,4
15787,4,8,8,6,8,8
15788,2,4,2,4,2,4
15789,7,0,0,0,0,0
15790,1,1,1,1,1,1
15791,3,2,2,2,2,2
15792,2,7,7,7,7,7
15793,7,4,4,4,4,4
15794,3,0,0,0,0,0
15795,9,9,9,9,9,9
15796,2,4,2,4,4,4
15797,0,2,2,1,1,2
15798,7,3,3,3,3,3
15799,7,3,3,3,3,3
15800,0,1,1,1,1,1
15801,1,1,1,1,1,1
15802,1,5,5,5,5,5
15803,1,1,1,1,1,1
15804,9,6,8,8,8,8
15805,6,4,4,4,4,4
15806,0,6,6,6,6,6
15807,4,1,1,1,1,1
15808,9,6,6,6,6,6
15809,3,7,7,7,7,7
15810,4,7,7,7,7,7
15811,7,9,9,9,9,9
15812,0,6,6,6,6,6
15813,8,8,8,8,8,8
15814,7,2,2,2,2,2
15815,6,3,3,3,3,3
15816,7,0,0,0,0,0
15817,4,0,0,0,0,0
15818,5,6,6,6,6,6
15819,9,9,9,9,9,9
15820,6,0,0,0,0,0
15821,0,1,1,1,1,1
15822,4,3,3,3,3,3
15823,9,9,9,9,9,9
15824,6,1,1,1,1,1
15825,6,4,4,4,4,4
15826,3,5,5,5,5,5
15827,4,8,8,8,8,8
15828,2,2,2,2,2,2
15829,9,8,8,8,8,8
15830,6,8,8,8,8,8
15831,0,1,1,1,1,1
15832,2,9,9,9,9,9
15833,1,0,0,0,0,0
15834,2,2,2,2,2,2
15835,6,0,0,0,0,0
15836,3,7,7,7,7,7
15837,8,2,2,2,2,4
15838,1,7,7,7,7,7
15839,2,8,8,8,8,8
15840,6,8,8,8,8,8
15841,7,8,8,8,8,8
15842,3,9,9,9,9,9
15843,5,1,1,1,1,1
15844,5,5,5,5,5,5
15845,6,1,1,1,1,1
15846,0,6,6,6,6,6
15847,8,8,8,8,8,8
15848,2,5,5,5,5,5
15849,8,1,1,1,1,1
15850,7,7,7,7,7,7
15851,2,4,2,4,4,2
15852,6,3,3,3,3,3
15853,2,4,2,4,4,4
15854,3,3,3,3,3,3
15855,6,0,0,0,0,0
15856,6,6,0,0,0,6
15857,8,3,3,2,2,3
15858,7,2,2,2,2,2
15859,5,2,4,4,4,4
15860,6,3,3,3,3,3
15861,2,8,8,8,8,8
15862,9,5,5,5,5,5
15863,7,0,0,0,3,0
15864,7,1,1,1,1,1
15865,1,0,0,0,0,0
15866,5,3,3,3,3,3
15867,0,5,5,5,5,5
15868,0,9,9,9,9,9
15869,5,1,1,1,1,1
15870,9,9,9,9,9,9
15871,2,2,2,2,2,2
15872,5,6,2,6,6,6
15873,3,5,5,5,5,5
15874,9,8,8,8,8,8
15875,0,1,1,1,1,1
15876,5,4,4,4,4,4
15877,8,7,7,7,7,7
15878,7,4,4,4,4,4
15879,9,9,9,9,9,9
15880,3,3,3,3,3,3
15881,5,1,1,1,1,1
15882,0,7,7,7,7,7
15883,9,8,8,8,8,8
15884,4,3,3,3,3,3
15885,0,2,2,2,2,2
15886,5,2,2,2,2,2
15887,0,5,5,5,5,5
15888,6,8,8,8,8,8
15889,1,7,7,7,7,7
15890,8,6,6,6,6,6
15891,3,2,2,2,2,2
15892,4,2,2,2,2,2
15893,9,6,4,6,6,6
15894,0,4,4,4,4,4
15895,5,3,3,3,3,3
15896,5,5,5,5,5,5
15897,6,0,0,0,1,0
15898,9,4,2,4,4,4
15899,3,5,5,5,5,5
15900,6,2,2,2,2,2
15901,5,6,6,6,6,6
15902,8,0,0,0,0,0
15903,0,0,0,0,0,0
15904,5,6,0,0,6,0
15905,5,9,9,9,9,9
15906,7,8,8,8,8,8
15907,9,1,1,1,1,1
15908,5,8,8,8,8,8
15909,3,8,8,8,8,8
15910,0,9,9,9,9,9
15911,3,0,0,0,0,0
15912,9,9,9,7,9,7
15913,5,1,1,1,1,1
15914,9,4,4,4,4,4
15915,3,0,0,0,0,0
15916,7,7,7,7,7,7
15917,0,8,8,8,8,8
15918,3,5,5,5,5,5
15919,7,9,9,9,9,9
15920,2,9,9,9,9,9
15921,3,3,3,3,3,3
15922,2,9,9,7,7,9
15923,7,3,3,3,3,3
15924,2,1,1,1,1,1
15925,3,8,8,8,8,8
15926,1,4,4,4,4,4
15927,8,3,2,3,3,3
15928,4,0,0,0,0,0
15929,6,9,9,9,9,9
15930,6,4,4,4,4,4
15931,8,2,2,2,2,2
15932,7,7,7,7,7,7
15933,3,2,0,2,2,2
15934,8,5,5,5,5,5
15935,1,5,5,5,5,5
15936,6,6,6,6,6,6
15937,6,2,4,4,2,4
15938,2,0,0,0,6,0
15939,1,2,2,2,2,2
15940,4,7,7,7,7,7
15941,9,5,5,5,5,5
15942,1,5,5,5,5,5
15943,9,8,8,8,8,8
15944,4,9,9,9,9,9
15945,9,9,9,9,9,9
15946,5,6,6,6,6,6
15947,1,5,5,5,5,5
15948,8,3,3,3,3,3
15949,5,2,2,2,2,2
15950,4,3,3,3,3,3
15951,7,9,9,9,9,9
15952,4,0,0,0,0,0
15953,0,8,8,8,8,8
15954,8,9,9,9,9,9
15955,5,3,3,3,3,3
15956,5,4,4,4,4,4
15957,7,8,8,8,8,8
15958,0,7,7,7,7,7
15959,8,6,6,6,6,6
15960,5,5,5,5,5,5
15961,9,0,0,0,0,0
15962,5,2,2,2,2,2
15963,1,1,1,1,1,1
15964,9,2,0,6,2,0
15965,4,6,4,4,6,4
15966,1,5,5,5,5,5
15967,4,8,8,8,8,8
15968,1,2,2,2,2,2
15969,0,4,4,2,4,4
15970,3,8,8,8,8,8
15971,4,6,6,6,6,6
15972,3,2,2,8,2,2
15973,8,8,8,8,8,8
15974,9,9,9,9,9,9
15975,6,0,0,0,0,0
15976,5,6,4,4,4,4
15977,8,5,5,5,5,5
15978,0,1,1,1,1,1
15979,5,3,3,3,3,3
15980,3,0,0,0,0,6
15981,9,2,2,2,2,2
15982,5,7,7,7,7,7
15983,9,8,8,8,8,8
15984,6,3,3,3,3,3
15985,6,1,1,1,1,1
15986,1,5,5,5,5,5
15987,7,3,3,3,3,3
15988,4,1,1,1,1,1
15989,9,1,1,1,1,1
15990,0,1,3,3,1,1
15991,6,3,3,3,3,3
15992,8,3,4,3,3,3
15993,9,1,1,6,1,6
15994,0,6,6,6,6,6
15995,0,2,2,2,2,2
15996,3,9,5,9,9,5
15997,2,9,9,9,9,9
15998,5,6,2,6,2,2
15999,2,8,8,8,8,8
16000,5,4,4,4,4,4
16001,7,6,6,6,6,0
16002,5,6,6,6,6,6
16003,2,9,9,9,9,9
16004,0,3,4,4,4,4
16005,7,0,0,0,0,0
16006,4,0,0,6,0,6
16007,4,5,5,5,5,5
16008,2,8,8,8,8,8
16009,4,5,5,5,5,5
16010,3,6,6,6,6,6
16011,9,8,8,8,8,8
16012,9,7,7,7,7,7
16013,6,3,4,3,3,3
16014,4,6,6,6,6,6
16015,8,8,8,8,8,8
16016,2,3,3,3,3,3
16017,8,1,1,1,1,1
16018,3,8,8,8,8,8
16019,1,4,4,4,4,4
16020,2,5,5,5,5,5
16021,4,2,2,2,2,2
16022,3,7,7,7,7,7
16023,1,3,3,3,3,3
16024,4,9,9,9,9,9
16025,4,9,9,9,9,9
16026,7,7,9,7,7,7
16027,8,2,2,2,2,2
16028,1,7,7,7,7,7
16029,9,8,8,8,8,8
16030,5,6,6,6,6,6
16031,5,7,7,7,7,7
16032,7,2,2,2,2,2
16033,5,2,6,3,3,6
16034,8,3,3,3,3,3
16035,7,6,0,6,6,0
16036,7,6,6,6,6,6
16037,8,3,3,3,3,3
16038,7,1,1,1,1,1
16039,0,1,1,1,1,1
16040,7,4,4,4,4,4
16041,5,1,1,1,1,1
16042,1,4,4,4,4,4
16043,0,0,0,0,0,0
16044,1,4,4,4,4,4
16045,8,0,0,0,0,0
16046,5,7,7,7,7,7
16047,2,2,2,6,2,6
16048,6,3,3,3,3,3
16049,2,8,8,8,8,8
16050,2,2,2,2,2,2
16051,8,7,7,7,7,7
16052,8,2,2,2,2,2
16053,1,8,8,8,8,8
16054,2,8,8,8,8,8
16055,4,9,9,9,9,9
16056,6,2,2,2,2,2
16057,8,3,3,3,3,3
16058,6,8,8,8,8,8
16059,4,7,7,7,7,7
16060,8,5,5,5,5,5
16061,8,1,1,1,1,1
16062,4,8,8,8,8,8
16063,1,7,7,7,7,7
16064,1,0,0,0,0,0
16065,6,2,2,2,2,2
16066,7,7,7,7,7,7
16067,7,2,2,2,2,2
16068,8,9,9,9,9,9
16069,8,1,1,1,1,1
16070,8,0,0,0,0,0
16071,0,5,5,5,5,5
16072,0,0,0,0,0,0
16073,1,1,1,1,1,1
16074,8,2,2,2,2,2
16075,2,5,5,5,5,5
16076,6,8,8,8,8,8
16077,2,9,9,9,9,9
16078,3,1,1,1,1,1
16079,9,9,9,9,9,9
16080,8,1,1,1,1,1
16081,3,2,6,6,6,6
16082,6,9,9,9,9,9
16083,2,5,5,5,5,5
16084,5,2,2,2,2,2
16085,4,2,2,2,6,2
16086,3,5,5,5,5,5
16087,6,8,8,8,8,8
16088,1,7,7,7,7,7
16089,6,6,6,6,6,6
16090,8,4,4,4,4,4
16091,0,7,7,7,7,7
16092,5,4,4,4,4,4
16093,6,8,8,8,8,8
16094,1,2,2,2,2,2
16095,8,6,2,6,6,6
16096,5,1,1,1,1,1
16097,3,7,7,7,7,7
16098,3,5,5,5,5,5
16099,1,2,2,2,2,2
16100,1,9,9,9,9,9
16101,4,6,6,6,2,6
16102,3,5,5,5,5,5
16103,8,0,0,6,0,6
16104,0,4,4,4,4,4
16105,0,9,9,9,9,9
16106,6,9,9,9,9,9
16107,8,6,6,6,6,6
16108,6,0,0,0,0,0
16109,2,4,4,4,4,4
16110,8,3,3,3,3,3
16111,8,9,9,9,9,9
16112,7,6,6,0,0,6
16113,1,4,3,6,6,4
16114,9,2,2,2,2,2
16115,1,4,2,4,2,2
16116,0,7,7,7,7,7
16117,2,9,9,9,9,9
16118,2,1,1,1,1,1
16119,2,6,4,6,6,6
16120,7,5,5,5,5,5
16121,6,4,4,4,4,4
16122,8,7,7,7,7,7
16123,7,6,6,6,0,0
16124,4,0,0,0,0,0
16125,0,2,2,2,6,6
16126,2,9,9,9,9,9
16127,5,6,0,6,6,6
16128,2,1,1,1,1,1
16129,5,4,2,4,2,2
16130,3,0,0,0,0,6
16131,6,3,3,3,3,3
16132,8,5,5,5,5,5
16133,1,9,9,9,9,9
16134,3,5,5,5,5,5
16135,5,5,5,5,5,5
16136,1,3,3,3,3,0
16137,1,2,2,0,2,2
16138,5,0,0,0,0,0
16139,6,6,6,6,6,0
16140,1,1,1,1,1,1
16141,2,0,6,6,6,6
16142,0,6,6,6,6,6
16143,2,7,7,7,7,7
16144,7,8,8,8,8,8
16145,4,6,6,6,6,6
16146,1,8,8,8,8,8
16147,6,5,5,5,5,5
16148,9,8,8,8,8,8
16149,7,3,3,3,3,3
16150,0,7,7,7,7,7
16151,6,8,8,8,8,8
16152,8,4,4,4,4,4
16153,1,0,0,6,0,0
16154,5,9,9,9,9,9
16155,3,4,4,4,4,4
16156,3,8,8,8,8,8
16157,6,0,0,0,0,0
16158,4,8,8,8,8,8
16159,6,7,7,7,7,7
16160,1,4,4,4,4,4
16161,8,3,3,3,3,3
16162,2,0,0,0,0,0
16163,8,3,3,3,3,3
16164,9,2,2,2,2,2
16165,8,7,7,7,7,7
16166,6,7,7,7,7,7
16167,2,5,5,7,5,5
16168,8,3,3,3,3,3
16169,9,8,8,8,8,8
16170,9,3,3,3,3,3
16171,0,9,9,9,9,9
16172,1,4,4,4,4,4
16173,3,7,7,7,7,7
16174,5,9,9,9,9,9
16175,9,3,3,3,4,3
16176,6,2,2,6,2,6
16177,3,9,9,9,9,9
16178,9,4,4,4,4,4
16179,1,4,4,4,4,4
16180,5,7,7,7,7,7
16181,5,8,8,8,8,8
16182,7,9,9,9,9,9
16183,6,3,3,4,3,3
16184,5,2,2,2,2,2
16185,3,2,2,2,2,2
16186,5,9,9,9,9,9
16187,2,3,4,3,4,4
16188,2,6,3,3,3,3
16189,4,7,7,7,7,7
16190,8,9,9,7,9,7
16191,8,3,3,3,3,3
16192,5,8,8,8,8,8
16193,2,9,9,9,9,9
16194,5,1,1,1,1,3
16195,1,1,1,1,1,1
16196,0,8,8,8,8,8
16197,9,0,0,6,6,6
16198,7,0,0,0,0,0
16199,6,1,1,1,1,1
16200,4,2,2,2,2,2
16201,2,8,8,8,8,8
16202,1,4,4,6,4,4
16203,0,9,9,9,9,9
16204,8,3,3,4,3,3
16205,5,4,4,4,4,4
16206,6,6,6,6,6,6
16207,9,3,3,3,3,3
16208,6,1,1,1,1,1
16209,3,0,0,0,0,0
16210,6,3,4,4,4,4
16211,2,6,4,4,4,6
16212,5,4,4,4,4,4
16213,4,6,6,6,6,6
16214,2,3,4,4,4,4
16215,7,7,7,7,7,7
16216,2,6,6,6,2,6
16217,6,6,6,6,6,6
16218,5,6,6,6,6,6
16219,6,1,1,1,1,1
16220,1,2,2,2,2,2
16221,1,7,7,7,7,7
16222,1,9,9,9,9,9
16223,4,5,5,5,5,5
16224,4,0,0,6,6,6
16225,8,9,9,9,9,9
16226,4,9,9,9,9,9
16227,7,1,1,1,1,1
16228,8,8,8,8,8,8
16229,3,7,7,7,7,7
16230,3,8,8,8,8,8
16231,1,1,1,1,1,1
16232,9,1,1,1,1,1
16233,4,0,0,0,0,0
16234,4,6,6,6,6,6
16235,0,7,7,7,7,7
16236,6,3,3,3,3,3
16237,0,1,1,1,1,1
16238,0,9,9,9,9,9
16239,2,0,0,0,0,0
16240,0,9,9,9,9,9
16241,3,2,2,2,2,2
16242,5,2,4,2,2,2
16243,0,1,1,1,1,1
16244,1,0,0,0,0,0
16245,3,4,4,6,4,4
16246,0,3,3,3,3,3
16247,5,6,6,0,0,6
16248,6,4,4,4,4,6
16249,0,7,7,7,7,7
16250,5,0,0,0,0,0
16251,0,5,5,5,5,5
16252,2,7,7,7,7,7
16253,4,4,4,4,4,4
16254,9,2,2,2,2,2
16255,9,0,0,0,0,0
16256,3,6,6,6,6,6
16257,4,2,2,2,2,2
16258,8,5,5,5,5,5
16259,1,6,6,6,6,6
16260,3,7,7,7,7,7
16261,2,7,7,7,7,7
16262,3,3,4,4,4,3
16263,1,2,2,2,2,0
16264,5,1,1,1,1,1
16265,0,3,3,3,3,3
16266,3,0,0,0,0,0
16267,7,0,0,0,0,0
16268,2,6,6,6,0,0
16269,2,2,2,2,2,2
16270,9,8,8,8,8,8
16271,8,5,5,5,5,5
16272,6,9,9,9,9,9
16273,8,7,7,7,7,7
16274,5,8,8,8,8,8
16275,0,5,5,5,5,5
16276,2,6,6,6,6,6
16277,8,4,4,4,4,4
16278,3,3,6,3,3,6
16279,3,1,1,1,1,1
16280,3,5,5,5,5,5
16281,4,5,5,5,5,5
16282,2,0,0,0,0,0
16283,3,3,1,3,3,3
16284,2,2,2,2,2,2
16285,9,7,7,7,7,7
16286,8,8,8,8,8,8
16287,5,0,0,0,0,0
16288,0,3,3,3,3,3
16289,7,9,9,9,9,9
16290,2,6,6,6,6,6
16291,6,8,8,8,8,8
16292,1,6,6,6,6,6
16293,0,1,1,1,1,1
16294,3,9,9,9,9,9
16295,8,7,7,7,7,7
16296,4,4,4,4,4,4
16297,6,0,0,3,0,3
16298,9,9,9,9,9,9
16299,9,1,1,1,1,1
16300,0,6,8,6,8,8
16301,8,2,2,4,2,4
16302,1,3,3,3,3,3
16303,4,4,4,4,4,4
16304,3,2,2,2,2,2
16305,7,1,1,1,1,1
16306,8,7,7,7,7,7
16307,6,5,5,5,5,5
16308,2,2,6,6,6,6
16309,4,7,7,7,7,7
16310,6,7,7,7,7,7
16311,6,5,5,5,5,5
16312,9,7,7,7,7,7
